ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,VEHICLE_TYPE,MSRP,VEHICLE_BRAND,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME
10133,24,77000,8,1848000,6/27/2003 0:00,Shipped,2,6,2003,Heavy,91000,Ford,Euro+ Shipping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
10143,36,10000,2,360000,8/10/2003 0:00,Shipped,3,8,2003,Heavy,91000,Ford,Logistics Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,NA,Tam,Wing C
10156,48,10000,2,480000,10/8/2003 0:00,Shipped,4,10,2003,Heavy,91000,Ford,Euro+ Shipping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
10168,28,98000,14,2744000,10/28/2003 0:00,Shipped,4,10,2003,Heavy,91000,Ford,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,NA,Hirano,Juri
10199,48,83000,2,3984000,12/1/2003 0:00,Shipped,4,12,2003,Heavy,91000,Ford,West Coast Shipping Co.,3105553722,3675 Furth Circle,,Burbank,CA,94019,USA,NA,Thompson,Steve
10210,21,78000,12,1638000,1/12/2004 0:00,Shipped,1,1,2004,Heavy,91000,Ford,Osaka Shipping Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory
10223,25,10000,14,250000,2/20/2004 0:00,Shipped,1,2,2004,Heavy,91000,Ford,"Australian Shipping, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter
10235,25,10000,8,250000,4/2/2004 0:00,Shipped,2,4,2004,Heavy,91000,Ford,"Royal Canadian Shipping, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,Canada,NA,Lincoln,Elizabeth
10250,31,91000,9,2821000,5/11/2004 0:00,Shipped,2,5,2004,Heavy,91000,Ford,The Sharp Transports Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,NA,Frick,Sue
10262,40,84000,4,3360000,6/24/2004 0:00,Cancelled,2,6,2004,Heavy,91000,Ford,Euro+ Shipping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
10275,32,89000,14,2848000,7/23/2004 0:00,Shipped,3,7,2004,Heavy,91000,Ford,La Rochelle Transports,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine
10284,24,83000,6,1992000,8/21/2004 0:00,Shipped,3,8,2004,Heavy,91000,Ford,"Norway Transports By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",,Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan
10296,42,10000,2,420000,9/15/2004 0:00,Shipped,3,9,2004,Heavy,91000,Ford,"Bavarian Shipping Imports, Co.",+49 89 61 08 9555,Hansastr. 15,,Munich,,80686,Germany,EMEA,Donnermeyer,Michael
10308,21,10000,12,210000,10/15/2004 0:00,Shipped,4,10,2004,Heavy,91000,Ford,Logistics Classics,9145554562,3758 North Pendale Street,,White Plains,NY,24067,USA,NA,Frick,Steve
10316,34,82000,4,2788000,11/1/2004 0:00,Shipped,4,11,2004,Heavy,91000,Ford,Transportsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen
10328,27,10000,8,270000,11/12/2004 0:00,Shipped,4,11,2004,Heavy,91000,Ford,Rovelli Transports,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni
10340,30,88000,5,2640000,11/24/2004 0:00,Shipped,4,11,2004,Heavy,91000,Ford,Enaco Distributors,(93) 203 4555,"Rambla de Catalu�a, 23",,Barcelona,,08022,Spain,EMEA,Saavedra,Eduardo
10353,39,10000,9,390000,12/4/2004 0:00,Shipped,4,12,2004,Heavy,91000,Ford,Transport Ideas Corp.,2035554407,2440 Pompton St.,,Glendale,CT,97561,USA,NA,Lewis,Dan
10361,20,60000,4,1200000,12/17/2004 0:00,Shipped,4,12,2004,Heavy,91000,Ford,Shipping And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian
10375,37,81000,6,2997000,2/3/2005 0:00,Shipped,1,2,2005,Heavy,91000,Ford,La Rochelle Transports,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine
10388,46,10000,2,460000,3/3/2005 0:00,Shipped,1,3,2005,Heavy,91000,Ford,FunTransportIdeas.com,5085552555,1785 First Street,,New Bedford,MA,50553,USA,NA,Benitez,Violeta
10398,47,87000,6,4089000,3/30/2005 0:00,Shipped,1,3,2005,Heavy,91000,Ford,Reims Shipping,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul
10401,11,10000,8,110000,4/3/2005 0:00,On Hold,2,4,2005,Heavy,91000,Ford,Tekni Shipping Inc.,2015559350,7476 Moss Rd.,,Newark,NJ,94019,USA,NA,Brown,William
10416,23,91000,9,2093000,5/10/2005 0:00,Shipped,2,5,2005,Heavy,91000,Ford,L'ordine Shipping,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio
10105,29,70000,12,2030000,2/11/2003 0:00,Shipped,1,2,2003,Light,86000,GMC,Danish Wholesale Imports,31 12 3555,Vinb�ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte
10117,38,79000,6,3002000,4/16/2003 0:00,Shipped,2,4,2003,Light,86000,GMC,"Dragon Shipping, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,079903,Singapore,Japan,Natividad,Eric
10128,32,97000,3,3104000,6/6/2003 0:00,Shipped,2,6,2003,Light,86000,GMC,Euro+ Shipping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
10142,43,84000,9,3612000,8/8/2003 0:00,Shipped,3,8,2003,Light,86000,GMC,Logistics Transports Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie
10153,31,87000,8,2697000,9/28/2003 0:00,Shipped,3,9,2003,Light,86000,GMC,Euro+ Shipping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
10166,29,10000,3,290000,10/21/2003 0:00,Shipped,4,10,2003,Light,86000,GMC,FunTransportIdeas.com,5085552555,1785 First Street,,New Bedford,MA,50553,USA,NA,Benitez,Violeta
10177,31,88000,10,2728000,11/7/2003 0:00,Shipped,4,11,2003,Light,86000,GMC,CAF Imports,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",,Madrid,,28023,Spain,EMEA,Fernandez,Jesus
10185,30,94000,10,2820000,11/14/2003 0:00,Shipped,4,11,2003,Light,86000,GMC,Logistics Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,NA,Tam,Wing C
10196,50,94000,2,4700000,11/26/2003 0:00,Shipped,4,11,2003,Light,86000,GMC,Super Scale Inc.,2035559545,567 North Pendale Street,,New Haven,CT,97823,USA,NA,Murphy,Leslie
10208,40,80000,10,3200000,1/2/2004 0:00,Shipped,1,1,2004,Light,86000,GMC,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary
10221,23,97000,4,2231000,2/18/2004 0:00,Shipped,1,2,2004,Light,86000,GMC,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,,Bruxelles,,B-1180,Belgium,EMEA,Dewey,Catherine
10232,26,88000,7,2288000,3/20/2004 0:00,Shipped,1,3,2004,Light,86000,GMC,Transportsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen
10248,40,10000,13,400000,5/7/2004 0:00,Cancelled,2,5,2004,Light,86000,GMC,Land of Logistics Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,NA,Yu,Kwai
10273,21,10000,14,210000,7/21/2004 0:00,Shipped,3,7,2004,Light,86000,GMC,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,,Bruxelles,,B-1180,Belgium,EMEA,Dewey,Catherine
10282,43,86000,2,3698000,8/20/2004 0:00,Shipped,3,8,2004,Light,86000,GMC,Logistics Transports Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie
10293,29,71000,5,2059000,9/9/2004 0:00,Shipped,3,9,2004,Light,86000,GMC,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,Accorti,Paolo
10306,38,91000,10,3458000,10/14/2004 0:00,Shipped,4,10,2004,Light,86000,GMC,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria
10314,23,76000,2,1748000,10/22/2004 0:00,Shipped,4,10,2004,Light,86000,GMC,Heintze Shipping,86 21 3555,Smagsloget 45,,?rhus,,8200,Denmark,EMEA,Ibsen,Palle
10327,20,10000,7,200000,11/10/2004 0:00,Resolved,4,11,2004,Light,86000,GMC,Danish Wholesale Imports,31 12 3555,Vinb�ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte
10337,36,70000,9,2520000,11/21/2004 0:00,Shipped,4,11,2004,Light,86000,GMC,Classic Legends Inc.,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,NA,Hernandez,Maria
10350,28,10000,4,280000,12/2/2004 0:00,Shipped,4,12,2004,Light,86000,GMC,Euro+ Shipping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
10372,44,10000,2,440000,1/26/2005 0:00,Shipped,1,1,2005,Light,86000,GMC,"Tokyo Shipping, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko
10384,49,10000,1,490000,2/23/2005 0:00,Shipped,1,2,2005,Light,86000,GMC,Corporate Transport Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,NA,Brown,Julie
10397,32,80000,5,2560000,3/28/2005 0:00,Shipped,1,3,2005,Light,86000,GMC,Alpha Shipping,61.77.6555,1 rue Alsace-Lorraine,,Toulouse,,31000,France,EMEA,Roulet,Annette
10414,34,10000,13,340000,5/6/2005 0:00,On Hold,2,5,2005,Light,86000,GMC,Transports4AllAges.com,6175559555,8616 Spinnaker Dr.,,Boston,MA,51003,USA,NA,Yoshido,Juri
10106,30,10000,16,300000,2/17/2003 0:00,Shipped,1,2,2003,Light,90000,Chervolet,Rovelli Transports,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni
10119,29,94000,7,2726000,4/28/2003 0:00,Shipped,2,4,2003,Light,90000,Chervolet,Salzburg Shipping,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg
10131,22,85000,8,1870000,6/16/2003 0:00,Shipped,2,6,2003,Light,90000,Chervolet,Transport Ideas Corp.,2035554407,2440 Pompton St.,,Glendale,CT,97561,USA,NA,Lewis,Dan
10143,26,10000,11,260000,8/10/2003 0:00,Shipped,3,8,2003,Light,90000,Chervolet,Logistics Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,NA,Tam,Wing C
10155,32,91000,9,2912000,10/6/2003 0:00,Shipped,4,10,2003,Light,90000,Chervolet,"Logistics of Finland, Co.",90-224 8555,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA,Karttunen,Matti
10167,29,10000,5,290000,10/23/2003 0:00,Cancelled,4,10,2003,Light,90000,Chervolet,Scandinavian Transport Ideas,0695-34 6555,?kergatan 24,,Br�cke,,S-844 67,Sweden,EMEA,Larsson,Maria
10178,34,96000,8,3264000,11/8/2003 0:00,Shipped,4,11,2003,Light,90000,Chervolet,Alpha Shipping,61.77.6555,1 rue Alsace-Lorraine,,Toulouse,,31000,France,EMEA,Roulet,Annette
10186,24,99000,5,2376000,11/14/2003 0:00,Shipped,4,11,2003,Light,90000,Chervolet,"Double Decker Transport Stores, Ltd",(171) 555-7555,120 Hanover Sq.,,London,,WA1 1DP,UK,EMEA,Hardy,Thomas
10197,24,90000,2,2160000,11/26/2003 0:00,Shipped,4,11,2003,Light,90000,Chervolet,Enaco Distributors,(93) 203 4555,"Rambla de Catalu�a, 23",,Barcelona,,08022,Spain,EMEA,Saavedra,Eduardo
10209,33,88000,4,2904000,1/9/2004 0:00,Shipped,1,1,2004,Light,90000,Chervolet,"Men 'R' US Retailers, Ltd.",2155554369,6047 Douglas Av.,,Los Angeles,CA,,USA,NA,Chandler,Michael
10222,26,10000,8,260000,2/19/2004 0:00,Shipped,1,2,2004,Light,90000,Chervolet,Collectable Logistics Designs Co.,7605558146,361 Furth Circle,,San Diego,CA,91217,USA,NA,Thompson,Valarie
10249,40,95000,4,3800000,5/8/2004 0:00,Shipped,2,5,2004,Light,90000,Chervolet,Cambridge Shipping Co.,6175555555,4658 Baden Av.,,Cambridge,MA,51247,USA,NA,Tseng,Kyung
10262,44,94000,13,4136000,6/24/2004 0:00,Cancelled,2,6,2004,Light,90000,Chervolet,Euro+ Shipping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
10274,24,90000,5,2160000,7/21/2004 0:00,Shipped,3,7,2004,Light,90000,Chervolet,Shipping For Less Inc.,6175558555,7825 Douglas Av.,,Brickhaven,MA,58339,USA,NA,Nelson,Allen
10283,20,94000,2,1880000,8/20/2004 0:00,Shipped,3,8,2004,Light,90000,Chervolet,"Royal Canadian Shipping, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,Canada,NA,Lincoln,Elizabeth
10296,34,10000,11,340000,9/15/2004 0:00,Shipped,3,9,2004,Light,90000,Chervolet,"Bavarian Shipping Imports, Co.",+49 89 61 08 9555,Hansastr. 15,,Munich,,80686,Germany,EMEA,Donnermeyer,Michael
10307,34,97000,5,3298000,10/14/2004 0:00,Shipped,4,10,2004,Light,90000,Chervolet,"Classic Transport Ideas, Inc",2155554695,782 First Street,,Philadelphia,PA,71270,USA,NA,Cervantes,Francisca
10316,45,93000,13,4185000,11/1/2004 0:00,Shipped,4,11,2004,Light,90000,Chervolet,Transportsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen
10328,41,10000,9,410000,11/12/2004 0:00,Shipped,4,11,2004,Light,90000,Chervolet,Rovelli Transports,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni
10339,55,71000,15,3905000,11/23/2004 0:00,Shipped,4,11,2004,Light,90000,Chervolet,"Tokyo Shipping, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko
10352,23,10000,3,230000,12/3/2004 0:00,Shipped,4,12,2004,Light,90000,Chervolet,Auto-Moto Classics Inc.,6175558428,16780 Pompton St.,,Brickhaven,MA,58339,USA,NA,Taylor,Leslie
10361,24,45000,14,1080000,12/17/2004 0:00,Shipped,4,12,2004,Light,90000,Chervolet,Shipping And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian
10373,32,84000,15,2688000,1/31/2005 0:00,Shipped,1,1,2005,Light,90000,Chervolet,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko
10386,29,85000,13,2465000,3/1/2005 0:00,Resolved,1,3,2005,Light,90000,Chervolet,Euro+ Shipping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
10398,36,10000,7,360000,3/30/2005 0:00,Shipped,1,3,2005,Light,90000,Chervolet,Reims Shipping,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul
10400,46,87000,5,4002000,4/1/2005 0:00,Shipped,2,4,2005,Light,90000,Chervolet,The Sharp Transports Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,NA,Frick,Sue
10415,32,95000,4,3040000,5/9/2005 0:00,Disputed,2,5,2005,Light,90000,Chervolet,"Australian Shipping, Ltd",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean
10106,34,10000,9,340000,2/17/2003 0:00,Shipped,1,2,2003,Heavy,99000,Dodge,Rovelli Transports,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni
10120,24,10000,15,240000,4/29/2003 0:00,Shipped,2,4,2003,Heavy,99000,Dodge,"Australian Shipping, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter
10131,40,10000,1,400000,6/16/2003 0:00,Shipped,2,6,2003,Heavy,99000,Dodge,Transport Ideas Corp.,2035554407,2440 Pompton St.,,Glendale,CT,97561,USA,NA,Lewis,Dan
10143,26,82000,4,2132000,8/10/2003 0:00,Shipped,3,8,2003,Heavy,99000,Dodge,Logistics Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,NA,Tam,Wing C
10155,20,10000,2,200000,10/6/2003 0:00,Shipped,4,10,2003,Heavy,99000,Dodge,"Logistics of Finland, Co.",90-224 8555,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA,Karttunen,Matti
10168,31,10000,16,310000,10/28/2003 0:00,Shipped,4,10,2003,Heavy,99000,Dodge,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,NA,Hirano,Juri
10178,22,87000,1,1914000,11/8/2003 0:00,Shipped,4,11,2003,Heavy,99000,Dodge,Alpha Shipping,61.77.6555,1 rue Alsace-Lorraine,,Toulouse,,31000,France,EMEA,Roulet,Annette
10198,42,10000,1,420000,11/27/2003 0:00,Shipped,4,11,2003,Heavy,99000,Dodge,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold
10210,26,99000,14,2574000,1/12/2004 0:00,Shipped,1,1,2004,Heavy,99000,Dodge,Osaka Shipping Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory
10222,37,87000,1,3219000,2/19/2004 0:00,Shipped,1,2,2004,Heavy,99000,Dodge,Collectable Logistics Designs Co.,7605558146,361 Furth Circle,,San Diego,CA,91217,USA,NA,Thompson,Valarie
10235,38,88000,10,3344000,4/2/2004 0:00,Shipped,2,4,2004,Heavy,99000,Dodge,"Royal Canadian Shipping, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,Canada,NA,Lincoln,Elizabeth
10250,35,10000,11,350000,5/11/2004 0:00,Shipped,2,5,2004,Heavy,99000,Dodge,The Sharp Transports Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,NA,Frick,Sue
10262,33,90000,6,2970000,6/24/2004 0:00,Cancelled,2,6,2004,Heavy,99000,Dodge,Euro+ Shipping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
10275,39,10000,16,390000,7/23/2004 0:00,Shipped,3,7,2004,Heavy,99000,Dodge,La Rochelle Transports,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine
10284,45,10000,8,450000,8/21/2004 0:00,Shipped,3,8,2004,Heavy,99000,Dodge,"Norway Transports By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",,Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan
10296,24,10000,4,240000,9/15/2004 0:00,Shipped,3,9,2004,Heavy,99000,Dodge,"Bavarian Shipping Imports, Co.",+49 89 61 08 9555,Hansastr. 15,,Munich,,80686,Germany,EMEA,Donnermeyer,Michael
10308,35,88000,14,3080000,10/15/2004 0:00,Shipped,4,10,2004,Heavy,99000,Dodge,Logistics Classics,9145554562,3758 North Pendale Street,,White Plains,NY,24067,USA,NA,Frick,Steve
10316,23,10000,6,230000,11/1/2004 0:00,Shipped,4,11,2004,Heavy,99000,Dodge,Transportsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen
10328,37,10000,10,370000,11/12/2004 0:00,Shipped,4,11,2004,Heavy,99000,Dodge,Rovelli Transports,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni
10340,55,87000,7,4785000,11/24/2004 0:00,Shipped,4,11,2004,Heavy,99000,Dodge,Enaco Distributors,(93) 203 4555,"Rambla de Catalu�a, 23",,Barcelona,,08022,Spain,EMEA,Saavedra,Eduardo
10352,49,10000,2,490000,12/3/2004 0:00,Shipped,4,12,2004,Heavy,99000,Dodge,Auto-Moto Classics Inc.,6175558428,16780 Pompton St.,,Brickhaven,MA,58339,USA,NA,Taylor,Leslie
10361,26,10000,9,260000,12/17/2004 0:00,Shipped,4,12,2004,Heavy,99000,Dodge,Shipping And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian
10375,33,10000,1,330000,2/3/2005 0:00,Shipped,1,2,2005,Heavy,99000,Dodge,La Rochelle Transports,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine
10386,37,83000,14,3071000,3/1/2005 0:00,Resolved,1,3,2005,Heavy,99000,Dodge,Euro+ Shipping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
10398,22,86000,8,1892000,3/30/2005 0:00,Shipped,1,3,2005,Heavy,99000,Dodge,Reims Shipping,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul
10401,85,88000,10,7480000,4/3/2005 0:00,On Hold,2,4,2005,Heavy,99000,Dodge,Tekni Shipping Inc.,2015559350,7476 Moss Rd.,,Newark,NJ,94019,USA,NA,Brown,William
10416,22,10000,11,220000,5/10/2005 0:00,Shipped,2,5,2005,Heavy,99000,Dodge,L'ordine Shipping,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio
10105,31,65000,3,2015000,2/11/2003 0:00,Shipped,1,2,2003,Light,72000,Dodge,Danish Wholesale Imports,31 12 3555,Vinb�ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte
10119,38,65000,12,2470000,4/28/2003 0:00,Shipped,2,4,2003,Light,72000,Dodge,Salzburg Shipping,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg
10129,45,85000,3,3825000,6/12/2003 0:00,Shipped,2,6,2003,Light,72000,Dodge,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,,London,,WX3 6FW,UK,EMEA,Brown,Ann
10143,31,85000,16,2635000,8/10/2003 0:00,Shipped,3,8,2003,Light,72000,Dodge,Logistics Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,NA,Tam,Wing C
10154,36,64000,1,2304000,10/2/2003 0:00,Shipped,4,10,2003,Light,72000,Dodge,Boards & Logistics Co.,3105552373,4097 Douglas Av.,,Glendale,CA,92561,USA,NA,Young,Leslie
10167,46,70000,10,3220000,10/23/2003 0:00,Cancelled,4,10,2003,Light,72000,Dodge,Scandinavian Transport Ideas,0695-34 6555,?kergatan 24,,Br�cke,,S-844 67,Sweden,EMEA,Larsson,Maria
10177,32,76000,1,2432000,11/7/2003 0:00,Shipped,4,11,2003,Light,72000,Dodge,CAF Imports,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",,Madrid,,28023,Spain,EMEA,Fernandez,Jesus
10185,39,57000,1,2223000,11/14/2003 0:00,Shipped,4,11,2003,Light,72000,Dodge,Logistics Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,NA,Tam,Wing C
10197,50,78000,7,3900000,11/26/2003 0:00,Shipped,4,11,2003,Light,72000,Dodge,Enaco Distributors,(93) 203 4555,"Rambla de Catalu�a, 23",,Barcelona,,08022,Spain,EMEA,Saavedra,Eduardo
10208,46,74000,1,3404000,1/2/2004 0:00,Shipped,1,1,2004,Light,72000,Dodge,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary
10222,36,80000,13,2880000,2/19/2004 0:00,Shipped,1,2,2004,Light,72000,Dodge,Collectable Logistics Designs Co.,7605558146,361 Furth Circle,,San Diego,CA,91217,USA,NA,Thompson,Valarie
10233,29,82000,1,2378000,3/29/2004 0:00,Shipped,1,3,2004,Light,72000,Dodge,Tekni Shipping Inc.,2015559350,7476 Moss Rd.,,Newark,NJ,94019,USA,NA,Brown,William
10248,32,75000,4,2400000,5/7/2004 0:00,Cancelled,2,5,2004,Light,72000,Dodge,Land of Logistics Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,NA,Yu,Kwai
10261,44,68000,2,2992000,6/17/2004 0:00,Shipped,2,6,2004,Light,72000,Dodge,Qu?bec Home Shipping Network,(514) 555-8054,43 rue St. Laurent,,Montr�al,Qu�bec,H1J 1C3,Canada,NA,Fresni�re,Jean
10273,42,62000,5,2604000,7/21/2004 0:00,Shipped,3,7,2004,Light,72000,Dodge,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,,Bruxelles,,B-1180,Belgium,EMEA,Dewey,Catherine
10283,47,65000,7,3055000,8/20/2004 0:00,Shipped,3,8,2004,Light,72000,Dodge,"Royal Canadian Shipping, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,Canada,NA,Lincoln,Elizabeth
10295,44,58000,2,2552000,9/10/2004 0:00,Shipped,3,9,2004,Light,72000,Dodge,Transports4AllAges.com,6175559555,8616 Spinnaker Dr.,,Boston,MA,51003,USA,NA,Yoshido,Juri
10306,43,75000,1,3225000,10/14/2004 0:00,Shipped,4,10,2004,Light,72000,Dodge,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria
10316,48,74000,18,3552000,11/1/2004 0:00,Shipped,4,11,2004,Light,72000,Dodge,Transportsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen
10327,21,96000,1,2016000,11/10/2004 0:00,Resolved,4,11,2004,Light,72000,Dodge,Danish Wholesale Imports,31 12 3555,Vinb�ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte
